AccX,AccY,AccZ,GyrX,GyrY,GyrZ,GeoHash,Speed
1.211354838709677,1.7980000000000003,3.3308387096774186,0.7263225806451612,0.5606451612903226,0.6226451612903228,tdr1t8gf,0.0
1.022516129032257,3.4334838709677418,2.0049032258064523,0.5496129032258064,0.33509677419354855,0.3396774193548385,tdr1t8gf,0.0
0.35677419354838696,0.67458064516129,1.1378064516129043,0.18858064516129047,0.12187096774193548,0.661290322580645,tdr1t8gf,0.0
0.6119230769230763,1.1141758241758248,0.9604395604395612,0.42434065934065895,0.20802197802197797,0.567912087912088,tdr1t8gf,0.0
0.48538461538461447,1.178351648351648,1.0021978021978022,0.16736263736263723,0.4699999999999993,0.2047252747252746,tdr1t8gf,0.0
0.31956043956043956,0.38098901098901095,0.8167032967032971,0.21664835164835172,0.23357142857142843,0.1484615384615386,tdr1t8gf,0.0
0.18906077348066325,0.40591160220994504,0.676629834254143,0.030386740331491673,0.3812154696132597,0.09889502762430968,tdr1t8gf,0.0
0.13823204419889507,0.264475138121547,0.5728176795580108,0.2995580110497241,0.42099447513812244,0.1314917127071823,tdr1t8gf,0.0
0.16342541436464075,0.19171270718232053,0.37436464088397814,0.46558011049723863,0.4340331491712708,0.8740331491712691,tdr1t8gf,0.0
0.07429378531073441,0.23474576271186448,0.20039548022598822,1.0554237288135597,0.09559322033898306,0.08101694915254214,tdr1t8gg,0.0
0.10079096045197743,0.0708474576271186,0.10355932203389828,0.7496045197740127,0.6845197740112997,0.17598870056497237,tdr1t8gg,0.0
0.046045197740112905,0.050621468926553656,0.10564971751412437,0.5461581920903964,0.043446327683615775,0.09463276836158216,tdr1t8gg,0.0
0.03708791208791208,0.040109890109890065,0.05170329670329667,0.9268681318681327,0.8200549450549445,1.0893406593406587,tdr1t8gg,0.0
0.2259340659340663,0.04620879120879117,0.15703296703296718,0.49214285714285694,0.9871978021978018,0.009725274725274733,tdr1t8gg,0.0
0.1481868131868131,0.30104395604395623,0.08813186813186803,0.1536263736263738,0.2620329670329672,0.2655494505494504,tdr1t8gg,0.0
0.37016393442622963,0.14256830601092885,0.12224043715846995,0.34289617486338786,0.15103825136612048,0.08584699453551896,tdr1t8gg,0.0
0.09267759562841521,0.07808743169398899,0.29196721311475404,0.04464480874316936,0.05409836065573756,0.08912568306010926,tdr1t8gg,0.0
0.19939890710382527,0.1517486338797813,0.23486338797814219,0.0763387978142076,0.07863387978142064,0.11322404371584661,tdr1t8gg,0.0
0.26730769230769247,0.13467032967032974,0.12791208791208786,0.09181318681318681,0.03884615384615377,0.12494505494505495,tdr1t8gg,0.0
0.16291208791208803,0.059670329670329626,0.07499999999999993,0.013901098901098878,0.0478021978021977,0.08049450549450546,tdr1t8gg,0.0
0.26587912087912097,0.4613736263736261,0.14291208791208782,0.09609890109890125,0.058626373626373525,0.04412087912087906,tdr1t8gg,0.0
0.463240223463687,0.35022346368715096,0.18558659217877085,0.08849162011173176,0.13111731843575428,0.10256983240223423,tdr1t8gg,0.0
0.33385474860335224,0.3975418994413406,0.2036871508379888,0.29865921787709515,0.0876536312849161,0.08921787709497199,tdr1t8gg,0.0
1.095418994413409,0.4650837988826818,0.375586592178771,0.20893854748603363,0.12083798882681572,0.15921787709497204,tdr1t8gg,0.0
1.567900552486188,0.6371823204419887,0.6638674033149169,0.15270718232044206,0.24674033149171282,0.257624309392265,tdr1t8gf,0.0
